snippet,fallacy_detection,category,class
There won't be 10 millionaires and 14 lawyers in the cabinet.,0.0,0.0,0.0
We can't settle for anything but the best.,0.0,0.0,0.0
"When Senator Dole made that remark about all the elitists, all the young elitists in the administration, one of the young men who works for me who grew up in a house trailer looked at me and said, Mr. President, I know how you grew up, who is he talking about.",0.0,0.0,0.0
"Candy, what Governor Romney said just isn't true.",0.0,0.0,0.0
"If he wants to start, he can start.",0.0,0.0,0.0
Twenty years ago we had a similar situation in El Salvador.,0.0,0.0,0.0
The last point I want to make on the issue of abortion.,0.0,0.0,0.0
I think this is an opportunity for the United States to test President Putin of Russia.,1.0,0.0,0.0
We need to make it clear we're for human liberty.,0.0,0.0,0.0
"But if you calculated that unemployment rate, taking back the people who dropped out of the workforce, it would be 10.7 percent.",0.0,0.0,0.0
"But for me to try, in this very pluralistic society of ours, to try to frame any definition, whatever, of what that belief should be, is wrong.",0.0,0.0,0.0
"We are never going to fix it by the parties, because Democrats want a better advantage for themselves, we want a better advantage as Republicans, and that's not how it's going to work.",0.0,0.0,0.0
I supported what we did in Kosovo.,0.0,0.0,0.0
I agree with the president that we have to go after them and get them wherever they are.,0.0,0.0,0.0
My turn?,0.0,0.0,0.0
And I do favor the death penalty.,0.0,0.0,0.0
I've met parents who've on the Internet gotten the armor to send their kids.,0.0,0.0,0.0
"We can get to net zero, in terms of energy production, by 2035.",0.0,0.0,0.0
These people are tough.,0.0,0.0,0.0
This is a very important country to us.,0.0,0.0,0.0
I could raise so much more money.,0.0,0.0,0.0
"At one of the recent economic summit conferences between myself and the other leaders of the western world, we committed ourselves to take strong action against terrorism.",0.0,0.0,0.0
There's no way of glossing around that.,0.0,0.0,0.0
Very serious mistakes in judgment were made.,0.0,0.0,0.0
"Highest private home ownership ever, but I'll make you one promise here.",0.0,0.0,0.0
That's for sure.,0.0,0.0,0.0
But you own it.,0.0,0.0,0.0
"I think that -- well, I think that's part of the need for a cultural change.",0.0,0.0,0.0
We talked about that.,0.0,0.0,0.0
"You know, that's a tough question and there's a lot of qualified Americans.",0.0,0.0,0.0
"Syria -- Syria's not just a tragedy of 30,000 civilians being killed by a military, but also a strategic -- strategically significant player for America.",0.0,0.0,0.0
Is someone going to take our check away from us and leave us destitute? '',0.0,0.0,0.0
"And they were called, and he called them, super predators.",1.0,1.0,2.0
"We have to remember, when we talk a tax cut, we're only talking about reducing a tax increase, because this Administration has left us with a built-in tax increase that will amount to $86 billion next year.",0.0,0.0,0.0
"I have been fighting for very strong anti-crime legislation -- habeas corpus reform, so you don't have these endless appeals, so when somebody gets sentenced, hey, this is for real.",0.0,0.0,0.0
"Our CHIPS program got a late start because our government meets only four months out of every two years, Mr. Vice President.",0.0,0.0,0.0
"I'm a guy who wants to help with the experience I have, the American people.",0.0,0.0,0.0
"My argument with Governor Clinton -- you can call it mud wrestling, but I think it's fair to put it in focus is -- I am deeply troubled by someone who demonstrates and organizes demonstration in a foreign land when his country's at war.",1.0,0.0,0.0
Nor was I misleading on the day that the president decided to go to war when I said that he had made a mistake in not building strong alliances and that I would have preferred that he did more diplomacy.,0.0,0.0,0.0
wouldn't it be nice to be the ice man so you never make a mistake?,0.0,0.0,0.0
"They're the ones who have been for the Patriot Act and against it, for No Child Left Behind and then against it.",0.0,0.0,0.0
"Not a single thing, number one.",0.0,0.0,0.0
"And since I first made that proposal 15 months ago, the price of gasoline, which was then $.80, has gone up to about $1.30.",0.0,0.0,0.0
"So in principle, though, I'll take your point and think we ought to discuss child care or whatever else it is.",0.0,0.0,0.0
Abraham Lincoln came to the presidency in 1860 after a rather little known uh - session in the House of Representatives and after being defeated for the Senate in fifty-eight and was a distinguished president.,0.0,0.0,0.0
Will we be better off if we start this star wars escalation into the heavens?,0.0,0.0,0.0
"Saddam Hussein was a risk to our country, ma'am.",0.0,0.0,0.0
Why not?,0.0,0.0,0.0
I will bring back jobs.,0.0,0.0,0.0
"Indeed, the Senate Armed Services Committee voted 10 to 0, with seven abstentions, against the SALT II treaty, and declared that it was not in the national security interests of the United States.",0.0,0.0,0.0
"What counts is, that the United States celebrated its 200th birthday on July fourth.",0.0,0.0,0.0
"And most important, let's make education our highest priority so that every eight-year-old will be able to read, every 12-year-old can log onto the Internet, every 18-year-old can go to college.",0.0,0.0,0.0
"I favor strict controls on how much you can spend running for Congress, strict limits on political action committees, requirements that people running for Congress appear in open public debates like we're doing now.",0.0,0.0,0.0
"Well, I'm glad you raised that question.",0.0,0.0,0.0
"And before he rushes and says, ""You know, before you and President Obama were there,"" I think it's important to recognize that he has been criticizing our government for decades.",0.0,0.0,0.0
"But he has a responsibility to be accurate, and not to misstate the case.",0.0,0.0,0.0
"If you're too dangerous to fly, you are too dangerous to buy a gun.",0.0,0.0,0.0
We were nation building.,0.0,0.0,0.0
"He provided a good middle-class life for us, but the people he worked for, he expected the bargain to be kept on both sides.",0.0,0.0,0.0
You are going to approve one of the biggest tax cuts in history.,0.0,0.0,0.0
There are 3.5 million more women living in poverty today than when the president took office.,0.0,0.0,0.0
"'Cause I'm going to bring rates down across the board for everybody, but I'm going to limit deductions and exemptions and credits, particularly for people at the high end, because I am not going to have people at the high end pay less than they're paying now.",0.0,0.0,0.0
24 years ago I supported full public financing of all federal elections.,0.0,0.0,0.0
"The killer -- the mastermind of the September 11th attacks, Khalid Sheik Mohammed, is in prison.",0.0,0.0,0.0
Barry?,0.0,0.0,0.0
We've got to rebuild our military.,0.0,0.0,0.0
"But if you're a younger worker, if you're younger, you better hope this country thinks differently, otherwise you're gonna be faced with huge payroll taxes or reduced benefits.",1.0,0.0,0.0
"Number 2, I think it would increase the influence of unelected staff members in the Congress who have too much influence already.",0.0,0.0,0.0
Al Gore and I want to live within our means.,0.0,0.0,0.0
Uh - I think Senator Dole would show more good judgment and discretion than to so describe uh - a heroic and brave and very outstanding leader of the military.,1.0,0.0,0.0
One of the best in advancing all kinds of benefits for children to grow up healthy and strong.,0.0,0.0,0.0
I believe that the free enterprise system is the greatest engine of prosperity the world's ever known.,1.0,0.0,0.0
I also had a program starting last year.,0.0,0.0,0.0
"The neighborhood, the kind of environment people are growing up in, and that leads me to the programs I'm talking about in terms of education.",0.0,0.0,0.0
The best poverty program is a job with dignity in the private sector.,0.0,0.0,0.0
And so we just have a fundamental difference of opinion.,0.0,0.0,0.0
"Joe is a Democrat from New England, I'm a Republican from the west, from Wyoming.",0.0,0.0,0.0
We want to be stronger.,0.0,0.0,0.0
Last year there were twenty-nine and tomorrow when the preliminary vote is held you will see a strengthening of that position or very closely to it.,0.0,0.0,0.0
"He went to Cincinnati and he gave a speech in which he said, ""We will plan carefully.",0.0,0.0,0.0
"I mean, you may be sending a signal.",0.0,0.0,0.0
It's going to be one of my highest priorities because transportation accounts for about 30 percent of our total energy consumption.,0.0,0.0,0.0
It has to have accountability and oversight.,0.0,0.0,0.0
"I think they'll choose it, because it's a net plus of $5 billion to them.",0.0,0.0,0.0
I have been consistent.,0.0,0.0,0.0
It won't happen.,0.0,0.0,0.0
"There ought to be filters in public libraries and filters in public schools so if kids get on the Internet, there is not going to be pornography or violence coming in.",0.0,0.0,0.0
